place,name,address,latitude,longitude,category,ranking,url,website
ChIJ-57LM94FdkgRkQbpuqN65_M,Kings Head,"84 Upper Tooting Rd, Tooting Bec, London SW17 7PA, United Kingdom",51.43382099999999,-0.1630085,bar,4.3,,
ChIJ-57LM94FdkgRkQbpuqN65_M,Kings Head,"84 Upper Tooting Rd, Tooting Bec, London SW17 7PA, United Kingdom",51.43382099999999,-0.1630085,bar,4.3,,
ChIJ-57LM94FdkgRkQbpuqN65_M,Kings Head,"84 Upper Tooting Rd, Tooting Bec, London SW17 7PA, United Kingdom",51.43382099999999,-0.1630085,bar,4.3,,
ChIJ-57LM94FdkgRkQbpuqN65_M,Kings Head,"84 Upper Tooting Rd, Tooting Bec, London SW17 7PA, United Kingdom",51.43382099999999,-0.1630085,bar,4.3,,
ChIJ-57LM94FdkgRkQbpuqN65_M,Kings Head,"84 Upper Tooting Rd, Tooting Bec, London SW17 7PA, United Kingdom",51.43382099999999,-0.1630085,bar,4.3,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-6pThJobdkgRnZ2393tj-KE,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3EF, United Kingdom",51.56698979999999,-0.1082899,bar,4.2,,
ChIJ-7lmda0cdkgRp8CZJHu9Jkk,The Railway Tavern,"15 Liverpool St, London EC2M 7NX, United Kingdom",51.5175038,-0.0833584,bar,4.1,,
ChIJ-7lmda0cdkgRp8CZJHu9Jkk,The Railway Tavern,"15 Liverpool St, London EC2M 7NX, United Kingdom",51.5175038,-0.0833584,bar,4.1,,
ChIJ-7lmda0cdkgRp8CZJHu9Jkk,The Railway Tavern,"15 Liverpool St, London EC2M 7NX, United Kingdom",51.5175038,-0.0833584,bar,4.1,,
ChIJ-8RZ5SYDdkgReRoovWRZkLs,The Brunel,"47 Swan Rd, London SE16 4JN, United Kingdom",51.5013378,-0.0509902,bar,4.4,,
ChIJ-8RZ5SYDdkgReRoovWRZkLs,The Brunel,"47 Swan Rd, London SE16 4JN, United Kingdom",51.5013378,-0.0509902,bar,4.4,,
ChIJ-8RZ5SYDdkgReRoovWRZkLs,The Brunel,"47 Swan Rd, London SE16 4JN, United Kingdom",51.5013378,-0.0509902,bar,4.4,,
ChIJ-8RZ5SYDdkgReRoovWRZkLs,The Brunel,"47 Swan Rd, London SE16 4JN, United Kingdom",51.5013378,-0.0509902,bar,4.4,,
ChIJ-8RZ5SYDdkgReRoovWRZkLs,The Brunel,"47 Swan Rd, London SE16 4JN, United Kingdom",51.5013378,-0.0509902,bar,4.4,,
ChIJ-9e394MbdkgRWispWlHr8ek,The Kings Head,"126 Blackstock Rd, Finsbury Park, London N4 2DR, United Kingdom",51.5615807,-0.099778,bar,4.3,,
ChIJ-9e394MbdkgRWispWlHr8ek,The Kings Head,"126 Blackstock Rd, Finsbury Park, London N4 2DR, United Kingdom",51.5615807,-0.099778,bar,4.3,,
ChIJ-9e394MbdkgRWispWlHr8ek,The Kings Head,"126 Blackstock Rd, Finsbury Park, London N4 2DR, United Kingdom",51.5615807,-0.099778,bar,4.3,,
ChIJ-9e394MbdkgRWispWlHr8ek,The Kings Head,"126 Blackstock Rd, Finsbury Park, London N4 2DR, United Kingdom",51.5615807,-0.099778,bar,4.3,,
ChIJ-9e394MbdkgRWispWlHr8ek,The Kings Head,"126 Blackstock Rd, Finsbury Park, London N4 2DR, United Kingdom",51.5615807,-0.099778,bar,4.3,,
ChIJ-QT0xrsEdkgRrgujBGh57C8,The Duke of Sussex,"23 Baylis Rd, London SE1 7AY, United Kingdom",51.5011604,-0.1101276,bar,4.3,,
ChIJ-QT0xrsEdkgRrgujBGh57C8,The Duke of Sussex,"23 Baylis Rd, London SE1 7AY, United Kingdom",51.5011604,-0.1101276,bar,4.3,,
ChIJ-QT0xrsEdkgRrgujBGh57C8,The Duke of Sussex,"23 Baylis Rd, London SE1 7AY, United Kingdom",51.5011604,-0.1101276,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-QUOvGYZdkgRoPl1g9O1-U4,Springfield Tavern,"133 Bounds Green Rd, London N11 2PP, United Kingdom",51.60554639999999,-0.1227392,bar,4.3,,
ChIJ-S8EqGcbdkgR4YSmJ1sOxU0,The Kings,"59 Essex Rd, London N1 2SF, United Kingdom",51.5375767,-0.100417,bar,4.3,,
ChIJ-S8EqGcbdkgRBzv1xEAzpmY,King's Head,"115 Upper St, London N1 1QN, United Kingdom",51.5383273,-0.1026599,bar,4.4,,
ChIJ-T0muTUbdkgRQaBaBul0IQQ,The Square Pig,"30-32 Procter St, London WC1V 6NX, United Kingdom",51.51873089999999,-0.1192133,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,restaurant,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-TYY0bcYdkgR1zARL0lSwPU,The Ridgeway Tavern,"76 The Ridgeway, Enfield EN2 8JF, United Kingdom",51.66272069999999,-0.1039391,bar,4.1,,
ChIJ-V-3dX8EdkgRjEGsqtdqOe8,The Sun of Camberwell,"61-63 Coldharbour Ln, London SE5 9NS, United Kingdom",51.4701326,-0.0948507,bar,4.2,,
ChIJ-V-3dX8EdkgRjEGsqtdqOe8,The Sun of Camberwell,"61-63 Coldharbour Ln, London SE5 9NS, United Kingdom",51.4701326,-0.0948507,bar,4.2,,
ChIJ-V-3dX8EdkgRjEGsqtdqOe8,The Sun of Camberwell,"61-63 Coldharbour Ln, London SE5 9NS, United Kingdom",51.4701326,-0.0948507,bar,4.2,,
ChIJ-V-3dX8EdkgRjEGsqtdqOe8,The Sun of Camberwell,"61-63 Coldharbour Ln, London SE5 9NS, United Kingdom",51.4701326,-0.0948507,bar,4.2,,
ChIJ-V-3dX8EdkgRjEGsqtdqOe8,The Sun of Camberwell,"61-63 Coldharbour Ln, London SE5 9NS, United Kingdom",51.4701326,-0.0948507,bar,4.2,,
ChIJ-XkZ1Kev2EcRn9zezYRSqMI,Prince of Wales,"13A Woolwich Rd, Belvedere DA17 5EE, United Kingdom",51.4836555,0.1433558,bar,4.5,,
ChIJ-XkZ1Kev2EcRn9zezYRSqMI,Prince of Wales,"13A Woolwich Rd, Belvedere DA17 5EE, United Kingdom",51.4836555,0.1433558,bar,4.5,,
ChIJ-XkZ1Kev2EcRn9zezYRSqMI,Prince of Wales,"13A Woolwich Rd, Belvedere DA17 5EE, United Kingdom",51.4836555,0.1433558,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-YNjRZcedkgR9TKtDmJEwzg,Lt's Bar,"Fore St, London N18 2SW, United Kingdom",51.61039299999999,-0.0655661,bar,4.5,,
ChIJ-Zm3-zQDdkgRggM_BPI-CtQ,The Dog,"72 Back Church Ln, London E1 1LX, United Kingdom",51.5127301,-0.0669356,bar,4.5,,
ChIJ-Zm3-zQDdkgRggM_BPI-CtQ,The Dog,"72 Back Church Ln, London E1 1LX, United Kingdom",51.5127301,-0.0669356,bar,4.5,,
ChIJ-Zm3-zQDdkgRggM_BPI-CtQ,The Dog,"72 Back Church Ln, London E1 1LX, United Kingdom",51.5127301,-0.0669356,bar,4.5,,
ChIJ-Zm3-zQDdkgRggM_BPI-CtQ,The Dog,"72 Back Church Ln, London E1 1LX, United Kingdom",51.5127301,-0.0669356,bar,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,lodging,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,bar,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,lodging,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,bar,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,bar,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,bar,4.5,,
ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,The Blacksmiths Arms,"257 Rotherhithe St, London SE16 5EJ, United Kingdom",51.5051585,-0.034008,lodging,4.5,,
ChIJ-bCLyGQXdkgRxYwkt96VgQY,Orange Tree Totteridge,"7 Totteridge Village, London N20 8NX, United Kingdom",51.6300718,-0.1974188,bar,4.2,,
ChIJ-bCLyGQXdkgRxYwkt96VgQY,Orange Tree Totteridge,"7 Totteridge Village, London N20 8NX, United Kingdom",51.6300718,-0.1974188,bar,4.2,,
ChIJ-bCLyGQXdkgRxYwkt96VgQY,Orange Tree Totteridge,"7 Totteridge Village, London N20 8NX, United Kingdom",51.6300718,-0.1974188,bar,4.2,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
ChIJ-buqpicgdkgRuFOJhMdopuU,The Moon and Cross - JD Wetherspoon,"104 High St, Waltham Cross EN8 7BX, United Kingdom",51.6849375,-0.0326304,bar,4.0,,
