pub_identity,monday,tuesday,wednesday,thursday,friday,saturday,sunday
b29eb1ff-292d-425a-bdca-d017c819f7f8,no events,no events,no events,no events,no events,no events,8pm quiz
b2d52630-79bf-457d-98f8-e7bf1de62b39,no events,no events,no events,no events,no events,no events,no events
b3535775-8013-4c4e-b5ff-a83d05668a2c,no events,no events,no events,Open mic night,no events,Live music,7pm quiz
b38678b1-85a6-418e-8741-4957ee3f7f5c,Closed,Closed,no events,no events,no events,no events,no events
b45e6e65-2243-42a6-870f-e94cc00e0c19,no events,no events,no events,no events,no events,no events,no events
b47419d0-3ac1-4cce-b89c-d8ff486c24eb,no events,no events,no events,no events,no events,no events,no events
b4bfcf5b-a2f7-4a22-ba3d-6acacb40d59a,no events,no events,no events,no events,no events,no events,no events
b4c949fd-a94d-49e1-997e-659ac70f6081,no events,no events,no events,no events,no events,no events,no events
b5a20b56-13dc-4707-a4b2-f381927d863b,no events,no events,no events,no events,no events,no events,7pm quiz
b5a2c34a-55bc-4845-8a76-6e98db66aaf8,no events,no events,no events,no events,no events,no events,no events
b6547495-27e9-4562-9b13-89d0be8007c0,no events,no events,no events,no events,no events,no events,no events
b661c685-8e84-46d3-8c88-4bebf01edacb,no events,no events,Quiz 7.30pm,no events,no events,no events,no events
b6b8e759-b519-43ee-9bdc-bebaa7bef1c8,no events,no events,no events,no events,no events,no events,no events
b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,Closed,Closed,Closed,no events,no events,no events,Quiz 5pm
b8008c1f-9c21-46e9-9d45-6ea226c5cedb,no events,no events,no events,Live music,no events,no events,no events
b84b6793-23f9-422e-bd98-6d4b1de1d6aa,no events,no events,no events,no events,no events,no events,no events
b90ca522-14fd-4d2a-96f2-59935e0066cb,TBC,TBC,TBC,TBC,TBC,TBC,TBC
b912402e-627d-43e8-83ff-b7604706a5c7,no events,no events,no events,no events,no events,no events,no events
b948ebf2-4ed4-4188-afdd-8d4daf242706,no events,no events,no events,no events,no events,no events,no events
b953b279-995b-4f94-81a5-b201be523aa1,no events,no events,no events,no events,no events,no events,no events
b96faccc-34f7-4499-b3c4-9fc4b208ff34,no events,no events,no events,Live piano or jazz music,no events,no events,no events
b97c49e9-c8a8-40f6-b7be-5604e201548a,Quiz 7pm,no events,Quiz 8pm,no events,no events,no events,no events
b9c0b467-4b1f-40f5-bbdb-39fb34fe9102,no events,no events,no events,no events,no events,no events,no events
b9f54374-667d-4707-9e63-ca4802154f9a,no events,no events,no events,no events,no events,no events,no events
ba02de58-64f6-417e-a6f2-6cae49ac3827,no events,no events,no events,no events,no events,no events,no events
ba0800b7-647d-425f-8089-6507c417b099,TBC,TBC,TBC,TBC,TBC,TBC,TBC
ba80cc96-10c6-4a81-b064-939b49818c4e,no events,no events,no events,no events,no events,no events,no events
bac90b1c-9d1f-444e-b04d-f4cc4e6c80ca,no events,no events,no events,no events,no events,no events,Closed
bb7965da-eb3b-4807-a947-5f3291f4a4af,no events,no events,no events,no events,no events,no events,no events
bc32e738-6d62-4be7-bf42-a447723bf076,no events,no events,no events,no events,no events,no events,no events
bcb5569d-e16c-4959-985e-0e52ab7d293f,Quiz 7.45pm,no events,no events,no events,no events,no events,no events
bcc7baad-dc82-445e-9fd1-8016f441f5a1,no events,no events,no events,no events,no events,no events,no events
bd3d76b8-8795-4321-85f9-39a8397e5fdb,no events,no events,no events,no events,no events,no events,7pm quiz
bd3e47c7-f76a-4998-9bbd-167e68d1ee42,no events,no events,no events,no events,no events,no events,no events
bd91ccd3-b983-4477-a300-f8916dc45c1d,no events,no events,no events,no events,no events,no events,no events
be392cbb-c520-4bf8-b2bc-af0185a610e1,Quiz 7pm,no events,no events,no events,no events,no events,no events
be442317-97c2-4b63-9acf-bdfd85f186a0,no events,Board games,Quiz 8pm,no events,no events,no events,no events
be46df09-fe27-4e4e-b0ef-eb96acb62ce8,TBC,TBC,TBC,TBC,TBC,TBC,TBC
be73a1f9-62cc-470a-955b-094c4b734938,Closed,Closed,no events,no events,no events,no events,no events
be862e4d-289c-4650-ba61-f39180d99712,no events,no events,no events,no events,no events,no events,no events
be8eb9ff-1018-4efd-8d78-984e50ed2365,no events,no events,no events,no events,no events,no events,no events
bea4c452-ce54-41a3-beaf-8ca6e2d133a8,no events,no events,no events,no events,no events,no events,no events
beb70c0a-8a4c-4c39-b220-46b5a16cdb8c,no events,no events,no events,no events,no events,no events,no events
bedb5f88-f233-497d-8e1c-f8e553a47d67,no events,no events,no events,no events,no events,no events,no events
bf525a4f-4c2f-42cb-9ecd-1513e1decf68,no events,Pottery,no events,no events,no events,no events,Live music
bf961439-ab47-47bc-a3f0-b1aba8ffaa4f,no events,no events,no events,no events,no events,no events,no events
bfbc7812-741b-443c-b9d7-a737434aee94,no events,no events,no events,no events,no events,no events,no events
bfe9cb5f-28a3-45b0-94dd-9e0a55860a1e,no events,Open mic night,no events,no events,no events,no events,8pm quiz
bffe873c-6ab4-44b2-9dbe-7711388e05eb,no events,no events,no events,no events,no events,no events,no events
c00317f7-3f5a-4b01-9f11-4833c28b0d2a,no events,no events,no events,no events,no events,no events,no events
c0120f51-ab4c-476d-bd91-4d5f246e9074,Closed,Closed,no events,no events,no events,no events,Closed
c08f2b51-f079-4dfd-b6df-8a1a9a8f15c3,no events,no events,no events,no events,no events,no events,no events
c090169c-1d66-4cfc-9e3c-50a809591626,no events,no events,no events,no events,no events,no events,no events
c0bcde91-19f3-4668-a350-21136331e28d,no events,no events,no events,no events,no events,no events,no events
c1044c8f-4f99-4056-8d6a-c0ada8f65bb8,no events,Live jazz music,no events,no events,no events,Live music,no events
c1780172-c0ae-4986-9870-c1f41d07186a,no events,no events,no events,no events,no events,no events,no events
c1f966e4-2396-4607-bf7c-638fe4f68399,no events,no events,no events,no events,no events,no events,no events
c26bd2e6-40d3-48c8-9d1e-9d4fd4af3231,Quiz 8pm,no events,no events,no events,no events,no events,no events
c2d548eb-fa0d-4685-ad65-298a326e7095,no events,no events,no events,no events,no events,no events,no events
c3268e1a-374b-4713-9326-f524d2f4ca87,no events,no events,no events,no events,no events,no events,no events
c39dc71f-10e9-49de-8ee2-d4327dbf23e4,no events,no events,no events,Sing-along,no events,no events,no events
c39e7404-5f5c-4ebf-adaa-3412cb3f1a61,no events,no events,Quiz 8pm,no events,no events,no events,no events
c5750a08-a2e0-4957-9628-b7425700ea90,Closed,Closed,Closed,no events,no events,no events,no events
c5cb1688-bfcf-4cbb-a416-380acea1923f,no events,no events,no events,no events,no events,no events,no events
c5ec367b-daee-471d-9d22-052771185713,no events,no events,no events,no events,no events,no events,no events
c650c468-2d0a-4c47-910c-131f0ad077e9,no events,no events,Live jazz music 9.30pm,Live jazz music 9.30pm,no events,no events,no events
c6593047-e70c-4bd2-a82e-c0ed8f250269,no events,no events,no events,no events,no events,no events,no events
c6a3924f-4677-41aa-8abb-b6f330655602,no events,no events,no events,no events,no events,no events,no events
c6dc0911-17ad-48e9-8574-4aa107f434c4,no events,8pm poker,no events,8.30pm quiz,no events,no events,Live music
c7223326-661e-49ed-a0b2-da5bd4758508,no events,no events,no events,no events,no events,no events,no events
c73c73e4-aefa-48fd-aaa7-c2abdae3aaf5,no events,no events,Quiz 8pm,no events,no events,no events,no events
c7e41c6b-81d4-411c-b051-3447583813fe,no events,no events,8pm quiz,Live music,no events,no events,Live jazz
c842ceb4-a74b-43d4-8441-3adbbd4daf8d,no events,Games night,Quiz,no events,Live music,Live music,no events
c850db37-4d0b-41de-8e41-eb3f812a2e4b,no events,no events,no events,no events,no events,no events,no events
c85d9111-5376-444d-aadd-6959fe11f72d,no events,no events,no events,no events,no events,Live music,no events
c898bd8c-d5b4-4bb5-819b-d80378ecbd70,no events,no events,no events,no events,no events,no events,no events
c8b2ead4-dd72-4b65-b9ae-8960507b3ecb,no events,no events,no events,no events,no events,no events,no events
c94d0f45-43a1-4653-9c13-3ccd1c5945f1,no events,no events,no events,no events,no events,no events,no events
c966c188-cb5e-4d6f-9e1a-c6e73f8dfbc5,no events,no events,no events,no events,no events,no events,no events
c997af44-8b84-43df-b0d4-91a4479649ca,no events,Quiz night,no events,no events,no events,no events,no events
c9a47e3c-2575-4575-a2c0-869a98cdfb6e,no events,no events,no events,no events,no events,no events,no events
c9cb2f10-838b-400b-aaa9-a2a2a4defe64,no events,no events,8pm quiz,no events,no events,no events,Live jazz
c9f7df01-abab-4555-a88e-26b323912bb7,Quiz 7.30pm,no events,no events,no events,no events,no events,no events
cb8b3078-6cff-48dc-a629-5b562730874c,no events,no events,no events,no events,no events,no events,no events
cb9c11de-61f1-4583-a8eb-4b7a9d89f912,no events,no events,no events,no events,no events,no events,no events
cbf845e6-0b18-4153-a87c-a916cef54fab,no events,no events,no events,no events,no events,no events,no events
cce40d2c-4f59-49c1-8be3-5d51b33a6163,no events,no events,no events,no events,no events,no events,no events
cd2b49a2-048e-4ce7-abeb-df570f2320ec,no events,no events,Comedy or film night,Open mic night,no events,no events,no events
cda9928e-ee30-4c1d-a992-327d64725d81,no events,no events,Comedy or film night,Open mic night,no events,no events,no events
cdece2d6-cd2d-48bd-be70-2317db1ef773,no events,no events,no events,no events,no events,no events,no events
cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,no events,no events,no events,no events,no events,no events,no events
ce2548a3-47f9-4e24-9ac3-3cd34805290a,no events,no events,no events,no events,no events,no events,no events
ce8c001f-8bd1-4a19-a7b6-170cce6dda6e,no events,no events,no events,no events,no events,no events,no events
ceaea7ac-c535-4b98-8e43-9c27fc759fc0,TBC,TBC,TBC,TBC,TBC,TBC,TBC
cec763ee-5ad8-4b86-8d58-bbf96c5407d9,no events,no events,no events,no events,no events,no events,no events
cf3b7582-9056-4f63-8421-67ff8fc2f156,no events,no events,no events,no events,Karaoke,no events,no events
cf5c45aa-aaf6-4ac0-ba85-8cdb27e4d276,no events,no events,no events,no events,no events,no events,no events
d015539a-55fe-480f-b96d-156382cf87b5,no events,Quiz 7.30pm,no events,no events,DJs,DJs,no events
d05ed054-2d7c-40ab-b2b6-618b7cdd339a,no events,no events,no events,no events,no events,no events,no events
d0a713b3-1211-417a-b221-1b2679230679,no events,no events,no events,no events,no events,no events,no events
d0b56227-3c66-40d6-81d7-aa19c1f50dea,no events,Quiz 8pm,no events,no events,no events,no events,no events
d0f180bb-334a-4c66-8027-ffa9879ff465,no events,no events,no events,no events,no events,no events,no events
d146e8d7-4e0f-4814-ac83-2b1b419e9ff6,Closed,Closed,Closed,no events,no events,no events,no events
d16c1055-642f-4853-a97c-5c7ed1baf76b,Live drawing,no events,no events,no events,no events,no events,no events
d1b6f9d8-77ff-4a30-9ed2-6c3d698c341b,no events,no events,no events,no events,no events,no events,no events
d1cab6b6-3c33-4e23-a363-3e0a496ae2cf,Closed,no events,no events,no events,no events,no events,no events
d234616f-b731-4b14-92cf-f4ba4f8109f5,no events,no events,no events,no events,no events,no events,no events
d23dc1c7-778d-45df-a78b-fb96bf7fbfec,no events,no events,no events,no events,no events,no events,no events
d2584afb-c40b-48a2-8c1d-ddb6c7f2e26b,no events,no events,no events,no events,no events,no events,no events
d258ccd8-c220-4ab7-80e8-489f067d330f,TBC,TBC,TBC,TBC,TBC,TBC,TBC
d272b768-d040-401f-b3e4-f6f70bce1896,no events,no events,no events,no events,no events,no events,no events
d27344c5-c1f5-4d13-b79f-057b14a0a360,no events,no events,no events,no events,no events,no events,no events
d324bef0-4d75-438b-8a2a-9be977c67942,no events,no events,Live jazz music 9.30pm,Live jazz music 9.30pm,no events,no events,no events
d32da59a-43c2-4478-a9a0-70e724acc75a,no events,no events,no events,no events,Karaoke hire,Karaoke hire,no events
d345a6b6-b95e-4f35-9cda-66e75badb7a9,Open mic night,no events,no events,Karaoke,Live music,Live music,8.30pm quiz
d39aa0b0-e9c3-4146-9925-ca1c517d068a,no events,no events,no events,no events,no events,no events,no events
d3a1324e-92ef-46d4-bcbe-5a616bfe8cee,no events,no events,no events,no events,no events,no events,no events
d3b6ad54-f464-4c7c-ad22-703c699ae5ec,no events,Quiz 7.30pm,no events,no events,no events,no events,no events
d447c775-f09e-4df2-acb5-bfbe06f51f19,no events,no events,no events,no events,no events,no events,no events
d4ea95cf-e3b8-488f-b3c5-160b4cd5d974,no events,no events,no events,no events,no events,Live music,no events
d5337a02-d51d-448a-8cce-608673fffdfd,no events,no events,no events,no events,no events,no events,no events
d5518e94-d024-4dec-a5ae-7ce30ef25743,no events,Quiz,no events,no events,no events,no events,no events
d5cd1760-b22e-49e8-832e-6eb5cab180f3,no events,no events,no events,no events,no events,no events,no events
d5ec18cc-ae6f-4138-a904-a0a68b98adf5,no events,Drag bingo last Tuesday of the month,no events,Quiz 8pm,no events,no events,no events
d604559d-1c53-4314-b5d8-f8d24caf1c9d,no events,no events,no events,no events,no events,no events,8pm quiz
d64e6319-ccb2-4ec1-a06a-e651ca038283,no events,no events,no events,no events,no events,no events,no events
d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,Open mic night,no events,no events,no events,no events,no events,7.30pm quiz
d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,no events,no events,no events,no events,no events,no events,no events
d7bbec93-b3c4-4e47-aba4-2edcb9598a21,no events,no events,no events,no events,no events,no events,no events
d7dccf30-51e4-4766-b25f-34b4eec401c7,no events,no events,no events,no events,no events,no events,no events
d82797b4-a664-42c6-9346-2fe5534cce99,TBC,TBC,TBC,TBC,TBC,TBC,TBC
d85fb6fb-3a43-409d-9dfd-1caa0e992f78,TBC,TBC,TBC,TBC,TBC,TBC,TBC
d8845018-5e5e-4ad1-8e81-b28760224920,no events,no events,no events,no events,no events,no events,quiz
d8ac6e40-18aa-4cd2-bad9-c24097babf0d,no events,no events,no events,no events,no events,no events,no events
d8b030ff-fb74-4f72-9cf4-8a3ec8434007,no events,no events,no events,no events,no events,no events,no events
d99dfb84-5486-422d-9698-cec02a5bb71a,no events,no events,no events,no events,no events,no events,no events
d9eddec9-79ea-451a-8281-2633fa3e0d7f,no events,no events,no events,no events,no events,no events,7.30pm quiz
da4e463a-461e-4c5a-acbe-6d72ecac2119,no events,no events,no events,no events,no events,no events,no events
da97ad9b-7ee1-4822-a788-85ede5f580b1,no events,no events,no events,no events,no events,no events,no events
dabc295c-96f2-44fc-afe0-7b30338e8714,no events,no events,no events,no events,no events,no events,no events
dae2c7dc-33bb-421c-9cc2-b2568663e1c9,TBC,TBC,TBC,TBC,TBC,TBC,TBC
db9735e9-0aa8-4c6b-9ca7-96843efe0c93,no events,no events,no events,Karaoke,no events,no events,no events
dba3ecae-092a-4b7a-b78c-3fa24f1bf51f,no events,no events,no events,no events,no events,no events,no events
dbd26126-fc61-4fc9-9b3c-a62dc1032abb,no events,Chess club 7.30pm,no events,Quiz 8pm,no events,no events,no events
dc337edd-d2e4-4886-89e7-a34ab1892ab9,no events,no events,Live jazz,no events,no events,no events,Live jazz
dc3dc762-de64-421e-bc0b-e861e3766ae2,no events,no events,no events,no events,no events,no events,no events
dce72725-aec6-495c-93a4-88fa5b2ddef5,no events,no events,no events,no events,no events,no events,no events
dd064338-54da-4ff0-a621-4d49728f8236,Quiz 7.30pm,no events,no events,no events,no events,no events,no events
ddcba12b-1354-40cb-9164-d34884314057,no events,Life drawing,Quiz 8pm,no events,no events,no events,no events
df2bdeae-e905-417b-927e-c915edee287c,no events,no events,no events,no events,no events,no events,no events
df57d176-ff32-4323-ab01-7be0c44435f5,no events,no events,no events,no events,no events,no events,no events
df78699d-0f0f-4bef-bbc7-dcbcc926fcc2,no events,Quiz,no events,no events,no events,no events,no events
e08ad1f3-3943-46cd-bdf5-ce9fdcdef72f,no events,no events,no events,no events,no events,no events,no events
e11b2048-5a29-48e1-a059-a87797a18ebc,Quiz 8pm,no events,no events,no events,no events,no events,no events
e1981c7d-fc99-45ef-92cf-c4aac6090cfc,no events,no events,no events,no events,no events,no events,no events
e1c63b30-18e8-4ce7-a7d9-5dae00d9e3eb,no events,no events,no events,no events,no events,no events,no events
e22e61f5-0e2f-4323-b826-1a389d26087b,no events,no events,no events,no events,no events,no events,no events
e2b92142-0b63-4f83-a618-3563253427b6,no events,no events,no events,no events,no events,no events,no events
e320b2dd-c3d6-42e0-86cf-697ea8b1342a,no events,no events,no events,no events,no events,no events,no events
e46163a4-30e2-41c7-8054-98d8f37e5c4b,no events,no events,no events,no events,no events,no events,no events
e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,Closed,Closed,no events,no events,no events,no events,no events
e491d366-62be-4fbe-802e-0c87cae24721,no events,no events,no events,no events,no events,no events,no events
e4a67441-49af-40bd-ad4c-df88ba87f85e,no events,no events,no events,Karaoke,no events,Live music,Live music
e5612753-39af-4bbc-80ea-d6e9da2c80e7,no events,no events,no events,no events,no events,no events,no events
e5999686-9288-4e72-97ab-e6d40c91d8a8,Closed,no events,no events,no events,no events,no events,no events
e5a2d84a-ce35-4087-9faa-ab8ebf3549f0,no events,no events,no events,no events,no events,no events,no events
e600a80e-b8d6-49d9-b528-d9186c22fc1c,no events,no events,no events,no events,no events,no events,no events
e620aa52-3217-4d9c-b733-36b8e5fe71d6,no events,no events,no events,no events,no events,no events,no events
e660f5e3-b9f5-4dd8-90ef-0ecc6c87a15c,no events,no events,no events,no events,no events,no events,no events
e6adbab2-cc94-4d90-a2ac-4265aec986ef,no events,no events,no events,no events,no events,no events,no events
e742eaeb-ca3a-4b61-bf87-186aec8dd672,Closed,Closed,Closed,Closed,no events,no events,7.30pm quiz
e74bdf25-8684-46f9-879b-4c756f8408c8,no events,no events,no events,no events,no events,no events,no events
e77e436f-d231-42f2-b45a-cae75e3219d8,no events,no events,no events,no events,no events,no events,no events
e7a5873d-e2ce-45d0-bbd3-f3a37575a672,no events,no events,no events,no events,no events,no events,no events
e8cbe945-648f-4a82-8e4b-8a6eb043af7f,no events,no events,no events,no events,no events,no events,no events
e95ee218-3881-4f6f-9cf1-f246adaa09bb,no events,no events,no events,no events,no events,no events,no events
e9ab9272-e5b4-481b-bd81-0fb25dc0b5b0,no events,no events,no events,no events,no events,no events,no events
e9b0c3df-1659-4ac8-9f43-9e5e5f4c3b9f,no events,no events,no events,no events,no events,no events,no events
e9ec51c9-fd81-4b03-b3b2-0a3b1f16bfc6,no events,Quiz 7pm,no events,no events,no events,no events,no events
eab9451c-265a-4d83-b539-e782c24bb490,no events,Quiz 8pm,no events,Quiz 8pm,no events,no events,no events
eabe0a83-2841-4c72-b86a-4fb5504e2161,no events,no events,no events,no events,no events,no events,no events
eafd0eca-152d-4c97-a0d4-d3f68512420d,no events,no events,no events,no events,no events,no events,no events
ebd6f61a-3217-482d-9615-cbee464fe2c3,no events,no events,no events,no events,no events,no events,no events
ecb72215-6284-4876-8d89-b5ba30789ab2,no events,no events,no events,no events,no events,no events,no events
ecd43a0d-0ceb-4e86-b9af-b408eee96b18,no events,no events,no events,no events,no events,no events,no events
ecefbb5e-f81c-4380-9c13-97f27c06954e,no events,no events,no events,no events,no events,no events,Quiz 7.30pm
ed530a98-058f-4b2d-afb1-2adc4916e305,Quiz 7pm,no events,no events,no events,no events,no events,no events
ed583f06-2e38-43c5-bfd4-97d68006a041,no events,no events,no events,no events,no events,no events,no events
ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,Closed,Closed,no events,no events,no events,no events,Closed
eeb52bb4-449c-4b35-b25e-c9ff9795e4f0,Quiz,no events,no events,Open mic nights - 1st of the month,no events,no events,no events
eef15e99-0ec1-4296-85b6-530d218819d5,Quiz 7pm,no events,no events,Live music,DJs,DJs,no events
ef30367b-bbd4-429a-83d8-6af834e2f668,no events,no events,no events,no events,no events,no events,no events
ef3de685-4c13-4560-bd49-e6060f9ea86b,no events,no events,no events,no events,no events,no events,no events
ef71847c-035f-4d12-ae3d-992b05a1402d,no events,no events,no events,no events,no events,no events,no events
,no events,no events,no events,no events,no events,no events,no events
f0f9f809-0819-4a12-9a7e-8ff31572a1e2,no events,no events,no events,no events,no events,no events,no events
f11566da-401d-4b0c-9954-65f8b4b96cc0,no events,no events,no events,no events,no events,no events,no events
f12f4cc5-27e9-4691-8dce-dba40040903f,no events,no events,no events,no events,no events,no events,no events
f203b61c-9fbe-4ec0-ad8f-aed1da80d216,no events,no events,no events,no events,no events,Bingo brunch 1pm,no events
f23fbf74-e059-4cda-bce5-46168f7a059f,no events,no events,no events,no events,no events,no events,no events
f2a0f4c8-715b-415a-a8a9-82be81e39619,TBC,TBC,TBC,TBC,TBC,TBC,TBC
f2a37e3c-43fc-4c7f-b62e-fa7e491f1625,Quiz bingo,Live jazz music,no events,no events,no events,no events,no events
f2b74a89-ca18-4500-adf6-80d04d21fc35,no events,no events,no events,no events,no events,no events,no events
f2deca00-404e-4a66-87ac-06fcd27521a9,no events,no events,no events,no events,no events,no events,no events
f2e85f28-1978-481b-a3d4-87259afcde64,no events,no events,no events,no events,no events,no events,no events
f2fad9c5-2686-483e-83f1-977936d31f39,no events,no events,no events,Quiz 8pm,no events,no events,no events
f322dcd3-d294-447d-b40f-2293fe1d3659,no events,no events,no events,no events,no events,no events,no events
f39db520-b94f-49a5-8c56-e1afad69483d,no events,no events,no events,no events,no events,no events,no events
f43635e9-6270-4bd9-bb3f-cde1eb4e0484,no events,no events,no events,no events,no events,no events,no events
f47dbe6b-1428-4bb8-a017-0a0062785ed9,no events,no events,no events,no events,no events,no events,no events
f4c9d531-837c-4977-ab52-3201a9ce664f,no events,no events,no events,no events,no events,no events,no events
f4d59bf5-745e-4714-91b3-d8b2bea1cfb8,no events,no events,no events,no events,no events,no events,no events
f4e708fc-7f10-47d7-a30a-372cbf89f25c,no events,no events,no events,no events,no events,no events,no events
f523c8d4-fe35-45af-b9bb-af9f411feac5,no events,no events,no events,no events,no events,no events,no events
f555e6f4-e30d-43b2-acbe-e2c3fb4c4cea,no events,no events,no events,no events,no events,no events,no events
f587af14-eb99-4aa9-b0ac-b9de7fc72a10,no events,no events,no events,no events,no events,no events,no events
f5e951e4-ab9a-4e8e-926e-94d26bcdc5cf,no events,no events,no events,no events,no events,Closed,Closed
f62b6c54-6847-47f8-8112-f6269578125f,no events,no events,no events,no events,no events,no events,no events
f6d03468-da16-4961-b622-f907e1958ded,no events,Quiz 8pm,no events,no events,no events,no events,no events
f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,Ukulele 1st Monday of the month,no events,no events,Quiz 8pm,Comedy,no events,no events
f729fee1-c655-47be-bdef-4278fdb7c3e5,no events,no events,no events,no events,no events,no events,no events
f739b77a-f490-46b9-8809-10b986844d8f,no events,no events,Quiz 7.30pm,Comedy every 2nd of the month,no events,no events,no events
f74c12e3-3d4d-43c8-89a7-57431146438d,no events,no events,no events,no events,Open mic night,no events,Sing-a-long
f7c8fe0f-e105-4225-830b-18b9c049b030,no events,no events,no events,no events,no events,Closed,Closed
f7ede4d2-d0a3-43eb-85be-c35ea589ea7f,no events,no events,no events,no events,no events,no events,no events
f7f4c32c-c57b-4e00-a47c-3090616cd866,no events,no events,no events,no events,no events,no events,no events
f86ba14f-22b0-4492-9aa4-6234cced8e8a,no events,Quiz 1st of the month,no events,no events,Live music,no events,no events
f8912654-fd42-472b-ab2c-efdf4522b44f,no events,no events,no events,no events,no events,no events,no events
f9120818-3901-49a4-babe-474246231ce9,TBC,TBC,TBC,TBC,TBC,TBC,TBC
f933b4b5-3a06-4015-b23d-ded0d4dd8f70,no events,no events,no events,no events,no events,no events,no events
f941dc57-006f-47b0-99db-c265d31e4139,no events,no events,no events,no events,no events,no events,no events
f9920659-fc05-45b6-a298-991910d95b52,no events,no events,no events,no events,no events,no events,no events
fa24fedf-0c19-4e57-8870-90101bc42aa1,Closed,Closed,Closed,Closed,no events,no events,no events
facd8fad-fc62-4519-9751-bbb0d06b01fe,no events,no events,no events,no events,no events,no events,no events
fb633682-9d29-47d1-81cd-a1848becebb0,Quiz 7.30pm every other,no events,no events,Live jazz music last of the month,no events,no events,no events
fbfe14ab-a48b-424f-b09d-6c1478f0edcb,no events,Quiz,Karaoke,Race night,no events,no events,no events
fc458d09-1661-41da-bad9-867e49c720ce,no events,no events,no events,no events,no events,no events,7pm quiz
fc6df57e-c8a2-456c-9675-df227c91fbe9,no events,no events,no events,no events,no events,no events,no events
fc6e5974-2c14-407d-8272-71c9c95e8faf,no events,no events,no events,no events,no events,no events,no events
,no events,no events,no events,no events,no events,no events,no events
fd81e821-5fff-40a3-ae44-1734679d0269,TBC,TBC,TBC,TBC,TBC,TBC,TBC
fdfe103a-06d9-4636-b498-a9d698bfe538,no events,no events,no events,no events,no events,no events,no events
fe0c2771-3e66-4073-9632-e9e649b7227d,no events,no events,no events,no events,no events,no events,no events
fe2c34eb-b44c-4b72-8a6c-dcd9aaedf162,no events,no events,no events,no events,no events,no events,no events
fe5b20bb-5452-4881-81a7-37ff266aa193,TBC,TBC,TBC,TBC,TBC,TBC,TBC
fe76dd20-eba9-496c-aace-871e013f4657,no events,no events,no events,no events,no events,no events,no events
ff07c9fe-4a19-4305-beb1-c98347370fbc,no events,no events,no events,no events,no events,no events,no events
ff1be3fe-9942-441e-a9e3-f329d0b65eb2,Quiz 8pm,no events,no events,no events,no events,no events,no events
ff20b3c0-b8ab-433e-9c1f-cfed10f20a3c,no events,no events,no events,no events,no events,no events,no events
d2197b2d-46ee-44dd-98f8-4ea345880c75,no events,Quiz 7pm,no events,no events,no events,no events,no events
cd2277a1-8247-4dbd-90cb-8181ad7c70e3,TBC,TBC,TBC,TBC,TBC,TBC,TBC
fdfafe8a-871c-404c-8353-bf04ecfcded6,TBC,TBC,TBC,TBC,TBC,TBC,TBC
8db5a004-e021-440d-9076-277bcdc9c36f,TBC,TBC,TBC,TBC,TBC,TBC,TBC
43c1b734-6005-4366-a3f2-688c0f8d1a9b,TBC,TBC,TBC,TBC,TBC,TBC,TBC
f5c4e09d-d7c9-4be9-8028-40decdaf22df,TBC,TBC,TBC,TBC,TBC,TBC,TBC
76e885a6-f2ac-458e-aa7d-41e1b97d48d3,TBC,TBC,TBC,TBC,TBC,TBC,TBC
5b81fa4e-a48e-45d6-b36e-c03be9dda42c,TBC,TBC,TBC,TBC,TBC,TBC,TBC
32421879-192f-4aea-bbfc-5fd38c902cda,TBC,TBC,TBC,TBC,TBC,TBC,TBC
3dbfd486-3e8f-4bc6-bb7a-bfa596c9a595,TBC,TBC,TBC,TBC,TBC,TBC,TBC
616bf4e2-ee09-48bf-a9ba-71caef3670ae,TBC,TBC,TBC,TBC,TBC,TBC,TBC
cc8f9bbd-59eb-4dbd-b1eb-be878d322b97,TBC,TBC,TBC,TBC,TBC,TBC,TBC
7d8604d5-f337-4914-93de-b926ddb26ba8,TBC,TBC,TBC,TBC,TBC,TBC,TBC
a405d661-3a4f-4d71-9f55-ea79a64b9da4,TBC,TBC,TBC,TBC,TBC,TBC,TBC
88e63ca8-64c5-4005-9fc4-ee53d5a0443a,TBC,TBC,TBC,TBC,TBC,TBC,TBC
7504e3ad-6d7d-4cd0-8c08-1ef19d3f3c34,TBC,TBC,TBC,TBC,TBC,TBC,TBC
14b70ced-ac7c-4267-8974-4f0cab5c584d,TBC,TBC,TBC,TBC,TBC,TBC,TBC
c5db11ac-c030-4891-8d22-3a76dc44e3c4,TBC,TBC,TBC,TBC,TBC,TBC,TBC
1f2544c2-6a7f-4ae5-9600-4faaf17da596,TBC,TBC,TBC,TBC,TBC,TBC,TBC
4e1dbfe7-bc7a-4083-9304-1be5a4012604,TBC,TBC,TBC,TBC,TBC,TBC,TBC
276bc0ae-92d5-4836-b638-45c318dacb6b,TBC,TBC,TBC,TBC,TBC,TBC,TBC
325865fc-cfd8-4135-a78f-c1f9563db5eb,TBC,TBC,TBC,TBC,TBC,TBC,TBC
c52e6867-c44c-468b-96c2-0b19ea876eb4,TBC,TBC,TBC,TBC,TBC,TBC,TBC
